Wall time,Step,Value
1648910178.790752,0,-0.10000000149011612
1648910179.2475169,1,54.900001525878906
1648910181.7361019,2,37.5
1648910188.387475,3,101.4000015258789
1648910194.91596,4,110.0
1648910201.373516,5,128.5
1648910207.842649,6,97.0
1648910214.4510038,7,89.5
1648910221.20364,8,126.30000305175781
1648910228.165499,9,144.3000030517578
1648910235.026475,10,143.10000610351562
1648910241.925018,11,156.6999969482422
1648910248.782526,12,175.10000610351562
1648910255.7553852,13,183.10000610351562
1648910262.8689768,14,140.1999969482422
1648910269.992779,15,156.39999389648438
1648910277.17777,16,137.3000030517578
1648910284.449981,17,102.30000305175781
1648910291.51646,18,155.1999969482422
1648910298.766402,19,147.3000030517578
1648910305.952131,20,137.3000030517578
1648910313.331182,21,137.6999969482422
1648910321.29473,22,129.6999969482422
1648910328.624324,23,130.5
1648910336.056548,24,145.0
1648910343.2927098,25,157.3000030517578
1648910350.607393,26,142.60000610351562
1648910357.8302221,27,157.3000030517578
1648910365.0407,28,150.89999389648438
1648910372.491938,29,168.0
1648910379.5598688,30,125.19999694824219
1648910386.695918,31,134.10000610351562
1648910393.8966558,32,96.0999984741211
1648910401.080907,33,125.80000305175781
1648910408.222677,34,112.5999984741211
1648910415.344907,35,129.10000610351562
1648910422.581685,36,146.8000030517578
1648910429.948707,37,201.89999389648438
1648910437.1840372,38,155.0
1648910444.440087,39,145.60000610351562
1648910451.824388,40,128.0
1648910459.783115,41,166.0
1648910467.121293,42,126.0999984741211
1648910474.508817,43,95.0999984741211
1648910481.9608471,44,152.89999389648438
1648910489.43631,45,92.4000015258789
1648910496.9616268,46,121.5999984741211
1648910504.3511622,47,135.8000030517578
1648910511.783366,48,97.69999694824219
1648910519.339108,49,152.10000610351562
1648910526.774071,50,177.8000030517578
1648910534.2581272,51,148.6999969482422
1648910542.118714,52,177.39999389648438
1648910549.685964,53,181.1999969482422
1648910557.196726,54,155.10000610351562
1648910564.9001799,55,166.60000610351562
1648910572.586163,56,180.89999389648438
1648910580.0870621,57,169.3000030517578
1648910587.422063,58,165.3000030517578
1648910594.9170308,59,161.89999389648438
1648910602.318733,60,183.39999389648438
1648910609.797483,61,169.0
1648910617.188443,62,135.10000610351562
1648910624.659921,63,163.8000030517578
1648910632.070327,64,160.89999389648438
1648910639.577666,65,147.39999389648438
1648910647.0193942,66,152.8000030517578
1648910654.8165278,67,138.0
1648910662.533129,68,205.89999389648438
1648910670.234771,69,131.60000610351562
1648910678.018879,70,161.8000030517578
1648910685.9341261,71,161.0
1648910693.851089,72,131.39999389648438
1648910701.639052,73,144.60000610351562
1648910709.582313,74,166.5
1648910717.699286,75,165.8000030517578
1648910725.5555289,76,154.0
1648910733.569807,77,146.3000030517578
1648910741.543137,78,169.3000030517578
1648910749.514774,79,142.39999389648438
1648910757.665348,80,185.60000610351562
1648910765.707413,81,156.89999389648438
1648910773.621757,82,149.8000030517578
1648910781.704045,83,170.89999389648438
1648910789.801429,84,188.0
1648910797.740862,85,162.60000610351562
1648910805.608615,86,167.3000030517578
1648910813.492239,87,170.0
1648910821.675519,88,167.60000610351562
1648910829.842706,89,164.8000030517578
1648910837.7692611,90,178.3000030517578
1648910846.07638,91,185.0
1648910854.25203,92,182.60000610351562
1648910862.337826,93,169.0
1648910870.275836,94,164.60000610351562
1648910878.5045068,95,171.60000610351562
1648910886.7468858,96,157.6999969482422
1648910894.9751449,97,159.1999969482422
1648910903.234423,98,174.10000610351562
1648910911.377269,99,164.89999389648438
1648910919.844507,100,142.3000030517578
1648910927.95949,101,187.6999969482422
1648910935.9938078,102,183.89999389648438
1648910944.269016,103,155.89999389648438
1648910952.490421,104,193.89999389648438
1648910960.6597629,105,200.6999969482422
1648910968.8477812,106,179.0
1648910976.967246,107,163.8000030517578
1648910985.283149,108,175.10000610351562
1648910993.52096,109,118.80000305175781
1648911001.741029,110,171.89999389648438
1648911009.9781609,111,155.8000030517578
1648911018.029672,112,149.8000030517578
1648911026.444978,113,141.10000610351562
1648911035.0382981,114,138.89999389648438
1648911043.348665,115,170.60000610351562
1648911051.826756,116,193.3000030517578
1648911060.061355,117,177.5
1648911068.713315,118,170.5
1648911077.180625,119,163.1999969482422
1648911086.050327,120,161.6999969482422
1648911094.450806,121,169.60000610351562
1648911103.4217432,122,162.8000030517578
1648911112.04734,123,138.89999389648438
1648911120.361307,124,174.39999389648438
1648911128.943739,125,146.5
1648911137.466075,126,134.1999969482422
1648911145.92512,127,148.60000610351562
1648911154.69009,128,144.5
1648911163.495826,129,176.8000030517578
1648911172.2191749,130,183.89999389648438
1648911180.962831,131,182.10000610351562
1648911189.707468,132,151.8000030517578
1648911198.497903,133,143.1999969482422
1648911207.352871,134,162.89999389648438
1648911215.693652,135,160.60000610351562
1648911224.04954,136,120.30000305175781
1648911232.622338,137,168.1999969482422
1648911241.013005,138,169.60000610351562
1648911249.465912,139,180.5
1648911258.006083,140,143.5
1648911266.45484,141,177.1999969482422
1648911274.898612,142,194.0
1648911283.567822,143,130.8000030517578
1648911292.029987,144,147.89999389648438
1648911300.542089,145,149.39999389648438
1648911308.968222,146,137.1999969482422
1648911317.639479,147,166.5
1648911326.435015,148,142.0
1648911335.457502,149,170.39999389648438
1648911344.6050718,150,162.39999389648438
1648911353.354429,151,149.60000610351562
1648911362.39801,152,167.3000030517578
1648911371.477267,153,157.6999969482422
1648911380.415561,154,110.5999984741211
1648911389.3525078,155,140.60000610351562
1648911398.311559,156,162.1999969482422
1648911407.325002,157,142.39999389648438
1648911416.3702369,158,155.8000030517578
1648911425.433264,159,171.0
1648911434.658963,160,149.10000610351562
1648911444.049376,161,168.3000030517578
1648911453.033472,162,118.5
1648911461.973622,163,167.3000030517578
1648911471.156081,164,154.6999969482422
1648911480.32257,165,195.39999389648438
1648911489.5304372,166,144.60000610351562
1648911499.04989,167,165.89999389648438
1648911508.653308,168,135.5
1648911517.980739,169,152.3000030517578
1648911526.9291892,170,168.1999969482422
1648911536.336601,171,132.60000610351562
1648911545.5170062,172,167.3000030517578
1648911554.727977,173,180.8000030517578
1648911563.896806,174,167.5
1648911573.293539,175,184.39999389648438
1648911582.524729,176,174.39999389648438
1648911591.785391,177,130.1999969482422
1648911601.430689,178,168.39999389648438
1648911610.8232262,179,158.3000030517578
1648911620.0510411,180,145.3000030517578
1648911629.4234161,181,189.39999389648438
1648911638.890506,182,178.89999389648438
1648911648.262877,183,160.10000610351562
1648911657.675345,184,169.60000610351562
1648911666.9357939,185,159.1999969482422
1648911676.4926589,186,204.89999389648438
