Wall time,Step,Value
1648903077.592774,0,-0.10000000149011612
1648903078.496534,1,125.80000305175781
1648903089.422988,2,172.3000030517578
1648903101.1848981,3,141.6999969482422
1648903112.555906,4,212.0
1648903124.475167,5,166.1999969482422
1648903136.272995,6,140.39999389648438
1648903148.345576,7,166.6999969482422
1648903160.4202461,8,169.60000610351562
1648903172.666332,9,265.79998779296875
1648903184.883342,10,143.8000030517578
1648903197.261608,11,163.39999389648438
1648903209.4036329,12,183.10000610351562
1648903221.606059,13,233.6999969482422
1648903233.861845,14,226.1999969482422
1648903246.029949,15,231.39999389648438
1648903258.486503,16,230.1999969482422
1648903270.916547,17,236.6999969482422
1648903283.472747,18,212.5
1648903295.906805,19,257.5
1648903308.57911,20,260.3999938964844
1648903321.301132,21,208.39999389648438
1648903334.042659,22,208.6999969482422
1648903347.019833,23,229.60000610351562
1648903359.7664409,24,168.1999969482422
1648903372.643445,25,235.6999969482422
1648903385.389324,26,207.8000030517578
1648903398.3509629,27,190.89999389648438
1648903411.431998,28,183.8000030517578
1648903424.396884,29,184.39999389648438
1648903437.669369,30,190.8000030517578
1648903450.7842538,31,232.10000610351562
1648903463.815854,32,213.39999389648438
1648903476.833905,33,226.10000610351562
1648903489.872889,34,200.39999389648438
1648903503.141363,35,201.8000030517578
1648903516.60898,36,214.60000610351562
1648903529.829665,37,225.3000030517578
1648903543.02799,38,224.1999969482422
1648903556.2780218,39,209.10000610351562
1648903569.707236,40,235.10000610351562
1648903583.654457,41,245.0
1648903597.260004,42,236.8000030517578
1648903610.90451,43,232.89999389648438
1648903624.606511,44,251.10000610351562
1648903638.195764,45,237.5
1648903651.9823549,46,242.10000610351562
1648903665.840984,47,236.6999969482422
1648903679.504728,48,217.1999969482422
1648903695.085354,49,244.60000610351562
1648903709.251167,50,181.6999969482422
1648903723.187884,51,218.39999389648438
1648903737.313079,52,235.89999389648438
1648903751.448986,53,213.39999389648438
1648903765.4730072,54,222.60000610351562
1648903779.647755,55,202.3000030517578
1648903793.6874938,56,231.89999389648438
1648903807.9567711,57,217.39999389648438
1648903822.26642,58,238.60000610351562
1648903836.3217468,59,224.89999389648438
1648903850.588084,60,240.6999969482422
1648903864.9131289,61,229.6999969482422
1648903879.321677,62,227.39999389648438
1648903893.719976,63,236.3000030517578
1648903908.285269,64,220.60000610351562
1648903922.907093,65,209.5
1648903937.531214,66,225.3000030517578
1648903952.5185752,67,250.39999389648438
1648903967.503221,68,218.6999969482422
1648903982.383929,69,246.0
1648903997.4813519,70,261.6000061035156
1648904012.509432,71,218.0
1648904027.4214342,72,250.8000030517578
1648904042.212842,73,246.89999389648438
1648904056.773124,74,196.1999969482422
1648904071.8354838,75,206.39999389648438
1648904086.841485,76,212.10000610351562
1648904102.204216,77,198.10000610351562
1648904117.29909,78,211.60000610351562
1648904132.456324,79,190.3000030517578
1648904147.807533,80,233.3000030517578
1648904163.5451698,81,197.8000030517578
1648904179.5477939,82,245.1999969482422
1648904195.136836,83,222.60000610351562
1648904210.802001,84,247.6999969482422
1648904226.1031911,85,228.0
1648904241.721941,86,259.5
1648904257.3781261,87,224.5
1648904273.184022,88,180.0
1648904288.620147,89,223.10000610351562
1648904304.189352,90,230.89999389648438
1648904319.896821,91,232.60000610351562
1648904336.585293,92,235.1999969482422
1648904352.662498,93,245.39999389648438
1648904368.561472,94,218.39999389648438
1648904384.581801,95,226.10000610351562
1648904401.0374541,96,220.0
1648904417.527145,97,239.60000610351562
1648904433.629314,98,248.8000030517578
1648904449.9581,99,188.89999389648438
1648904466.387876,100,252.0
