Wall time,Step,Value
1648821596.1326988,0,11478.0
1648821601.76712,1,6420.4521484375
1648821619.3929229,2,5643.1787109375
1648821636.462223,3,6372.521484375
1648821653.596349,4,4880.9541015625
1648821670.856606,5,5232.32470703125
1648821687.563034,6,6280.3671875
1648821704.0364292,7,3140.33251953125
1648821721.072643,8,6566.2841796875
1648821739.4769018,9,4382.98876953125
1648821757.572653,10,6122.1083984375
1648821775.4935691,11,4189.11181640625
1648821793.094081,12,6464.56494140625
1648821810.798208,13,5426.46728515625
1648821828.4481668,14,3441.898681640625
1648821846.5627892,15,4889.14794921875
1648821865.0911202,16,4186.10546875
1648821883.154497,17,4360.380859375
1648821901.0283709,18,3122.48876953125
1648821918.077388,19,3282.494873046875
1648821935.592982,20,4050.05810546875
1648821953.483469,21,2598.444091796875
1648821972.188624,22,2473.865966796875
1648821990.503008,23,3934.189453125
1648822007.819121,24,3713.10302734375
1648822025.937991,25,3002.5615234375
1648822043.519407,26,3186.867431640625
1648822061.826371,27,3302.98193359375
1648822080.5282052,28,2699.340576171875
1648822098.3164852,29,3839.526123046875
1648822117.117339,30,3760.50390625
1648822135.070595,31,4702.447265625
1648822153.0232441,32,3817.73583984375
1648822171.06945,33,3009.4189453125
1648822188.6810958,34,3980.32373046875
1648822205.981668,35,4421.79052734375
1648822223.203306,36,2233.08251953125
1648822241.551162,37,2988.13818359375
1648822259.0318458,38,2623.11865234375
1648822276.102541,39,3820.966552734375
1648822293.742653,40,2224.61767578125
1648822311.15187,41,3291.234130859375
1648822329.367499,42,3438.970703125
1648822347.124031,43,2484.802490234375
1648822364.568189,44,3426.55859375
1648822382.064485,45,2343.6640625
1648822399.364715,46,2945.26318359375
1648822417.515178,47,2991.819580078125
1648822435.002832,48,3044.873779296875
1648822452.967707,49,2347.60791015625
1648822471.145074,50,2869.025146484375
1648822488.503596,51,2503.746337890625
1648822506.738451,52,2482.27001953125
1648822524.7803001,53,2391.491943359375
1648822542.820441,54,2283.765380859375
1648822560.3707452,55,2299.1953125
1648822577.922417,56,3410.17919921875
1648822595.427835,57,2979.34619140625
1648822612.9979038,58,2791.543212890625
1648822630.4425228,59,3068.40625
1648822647.826844,60,2489.783935546875
1648822665.019435,61,2241.683837890625
1648822682.2714329,62,2903.482666015625
1648822699.5693288,63,2636.83642578125
1648822716.896608,64,2649.78955078125
1648822733.982771,65,3175.651611328125
1648822751.424319,66,2117.20166015625
1648822769.03217,67,2498.232666015625
1648822786.8138251,68,2878.754150390625
1648822804.394718,69,2646.5908203125
1648822822.048196,70,2486.81787109375
1648822839.7746172,71,2066.1640625
1648822857.324469,72,3834.01953125
1648822875.312896,73,2616.179931640625
1648822893.7260532,74,2174.639404296875
1648822911.631829,75,3677.818603515625
1648822929.9681761,76,2588.50830078125
1648822948.1184692,77,2861.150146484375
1648822965.7651122,78,2663.91943359375
1648822983.3671,79,2589.228515625
1648823001.318849,80,3066.522216796875
1648823019.182872,81,3009.3115234375
1648823036.9120991,82,2196.86328125
1648823054.54807,83,4572.9345703125
1648823072.6007109,84,3646.7314453125
1648823091.006089,85,4143.34814453125
1648823109.035392,86,3653.8076171875
1648823126.661321,87,2398.82421875
1648823144.560649,88,2535.759765625
1648823162.6320262,89,4397.5966796875
1648823181.068044,90,3973.64208984375
1648823198.907947,91,3503.555419921875
1648823216.547482,92,2444.26611328125
1648823234.41276,93,2860.582275390625
1648823252.1237571,94,3232.83349609375
1648823270.185736,95,4297.8076171875
1648823288.3912902,96,3041.521728515625
1648823306.2027578,97,2939.50439453125
1648823324.181736,98,3376.353271484375
1648823342.315611,99,2613.001708984375
1648823360.007591,100,3499.216796875
