Wall time,Step,Value
1648874656.6222012,0,20.0
1648874656.9291809,1,15.000004768371582
1648874657.222483,2,10.2000093460083
1648874659.434927,3,11.000008583068848
1648874663.6652641,4,5.4000139236450195
1648874667.663371,5,4.4000139236450195
1648874671.630054,6,1.8181812763214111
1648874675.676376,7,1.727272391319275
1648874679.818166,8,2.695650815963745
1648874684.1221929,9,2.9999985694885254
1648874688.362994,10,3.999997615814209
1648874692.733684,11,3.6521716117858887
1648874697.183295,12,3.2608678340911865
1648874701.5145411,13,1.5909087657928467
1648874705.985413,14,2.217390537261963
1648874710.3949702,15,3.1739113330841064
1648874714.87233,16,2.521738052368164
1648874719.408797,17,2.9545440673828125
1648874723.783703,18,3.3478240966796875
1648874728.146061,19,3.0454530715942383
1648874732.600618,20,2.130434036254883
1648874737.2443562,21,1.2727272510528564
1648874741.871905,22,2.409090042114258
1648874746.492516,23,2.0909082889556885
1648874751.13117,24,1.9090903997421265
1648874755.624764,25,2.9090895652770996
1648874760.1499891,26,1.9130427837371826
1648874764.673842,27,2.8695638179779053
1648874769.194002,28,3.3181800842285156
1648874773.6521149,29,2.173912286758423
1648874778.164324,30,2.727271556854248
1648874782.6232882,31,2.5909080505371094
1648874787.13725,32,1.5217387676239014
1648874791.727882,33,1.727272391319275
1648874796.3998542,34,1.9090903997421265
1648874801.1165519,35,2.0454537868499756
1648874805.7729752,36,1.782608151435852
1648874810.373701,37,1.9999992847442627
1648874814.970189,38,1.9999992847442627
1648874819.5591528,39,1.8695645332336426
1648874824.072499,40,1.8181812763214111
1648874828.633643,41,2.636362314224243
1648874833.3148658,42,1.9565212726593018
1648874837.900939,43,2.0454537868499756
1648874842.433016,44,2.130434036254883
1648874847.0365791,45,2.739129066467285
1648874851.613966,46,1.6363632678985596
1648874856.1451259,47,1.5909087657928467
1648874860.864176,48,1.681817889213562
1648874865.3844411,49,2.260868787765503
1648874870.003662,50,1.6363632678985596
1648874874.5492392,51,2.9565200805664062
1648874879.0953531,52,2.4545443058013916
1648874883.645298,53,1.9130427837371826
1648874888.164233,54,2.727271556854248
1648874892.6411772,55,1.681817889213562
1648874897.179928,56,2.130434036254883
1648874901.7433379,57,1.782608151435852
1648874906.238389,58,2.8636350631713867
1648874910.795142,59,1.5454543828964233
1648874915.251564,60,1.5652170181274414
1648874919.840838,61,2.8260855674743652
1648874924.468004,62,2.608694553375244
1648874929.0027678,63,2.9545440673828125
1648874933.4484322,64,2.772726058959961
1648874937.9295082,65,1.8000131845474243
1648874942.3816352,66,2.0869557857513428
1648874947.056504,67,2.130434036254883
1648874951.679775,68,2.8181803226470947
1648874956.1941319,69,3.2173895835876465
1648874960.704643,70,1.2173912525177002
1648874965.122987,71,2.409090042114258
1648874969.6721122,72,1.2608696222305298
1648874974.1645818,73,3.181816339492798
1648874978.7278469,74,1.9090903997421265
1648874983.408273,75,2.434781551361084
1648874987.9867678,76,3.0454530715942383
1648874992.48975,77,2.652172803878784
1648874997.0555148,78,1.3478260040283203
1648875001.605815,79,1.681817889213562
1648875006.094242,80,2.130434036254883
1648875010.6375859,81,2.739129066467285
1648875015.149523,82,2.363635540008545
1648875019.699571,83,1.695651650428772
1648875024.211782,84,1.4782607555389404
1648875028.77732,85,1.9999992847442627
1648875033.2862191,86,2.227271795272827
1648875037.836308,87,1.9130427837371826
1648875042.356975,88,2.8695638179779053
1648875046.894779,89,1.4782607555389404
1648875051.3922958,90,2.8260855674743652
1648875055.871379,91,1.8695645332336426
1648875060.400497,92,1.9130427837371826
1648875064.864296,93,2.260868787765503
1648875069.516806,94,2.27272629737854
1648875074.002374,95,2.304347038269043
1648875078.539398,96,2.363635540008545
1648875083.145552,97,1.5217387676239014
1648875087.720292,98,1.5217387676239014
1648875092.2441978,99,1.8695645332336426
1648875096.899006,100,1.782608151435852
