,train_reward_energy,train_reward
0,8100.0,35.5
1,4473.265625,54.29999923706055
2,2858.705078125,68.9000015258789
3,2212.84326171875,85.19999694824219
4,510.7586975097656,82.5
5,766.0177612304688,78.69999694824219
6,1244.1053466796875,93.4000015258789
7,602.080810546875,59.599998474121094
8,2778.3798828125,91.80000305175781
9,556.3089599609375,88.19999694824219
10,483.9419860839844,88.0
11,567.205322265625,75.69999694824219
12,1408.805419921875,69.5
13,1893.455810546875,55.5
14,2858.10498046875,75.9000015258789
15,1407.3055419921875,69.0
16,1972.3555908203125,91.0
17,451.21240234375,81.19999694824219
18,1003.3927612304688,90.69999694824219
19,561.7091064453125,87.30000305175781
20,840.9689331054688,91.5999984741211
21,516.3233642578125,87.69999694824219
22,439.8215637207031,89.80000305175781
23,694.004150390625,83.69999694824219
24,762.3803100585938,75.0999984741211
25,1569.6805419921875,77.5999984741211
26,1167.080322265625,87.0999984741211
27,655.020263671875,87.30000305175781
28,958.0256958007812,90.30000305175781
29,1128.1595458984375,60.70000076293945
30,2214.3056640625,89.5999984741211
31,762.5296630859375,82.19999694824219
32,738.8997192382812,85.4000015258789
33,917.6534423828125,90.80000305175781
34,673.6452026367188,92.19999694824219
35,530.6412353515625,80.5
36,811.7780151367188,91.4000015258789
37,641.645263671875,91.5999984741211
38,689.788330078125,91.80000305175781
39,953.31640625,87.19999694824219
40,518.79833984375,83.9000015258789
41,509.7406921386719,88.4000015258789
42,690.0508422851562,90.80000305175781
43,586.6754150390625,88.0
44,598.3191528320312,87.0999984741211
45,938.5054931640625,87.69999694824219
46,687.84521484375,86.0
47,980.8927001953125,84.80000305175781
48,662.9041137695312,86.5999984741211
49,821.3349609375,88.9000015258789
50,702.90087890625,85.5
51,818.5208740234375,86.5
52,857.322998046875,88.4000015258789
53,612.0247192382812,86.5999984741211
54,555.72607421875,86.0999984741211
55,807.1143798828125,86.80000305175781
56,750.975830078125,87.80000305175781
57,686.4508056640625,88.4000015258789
58,589.4503173828125,84.5
59,452.89239501953125,84.80000305175781
60,813.962158203125,83.0999984741211
61,763.396240234375,84.19999694824219
62,844.8746337890625,88.80000305175781
63,907.5541381835938,90.69999694824219
64,747.593994140625,87.0
65,464.5601806640625,83.69999694824219
66,999.3663330078125,79.80000305175781
67,855.7159423828125,84.9000015258789
68,1042.2403564453125,78.0
69,1297.9747314453125,82.5999984741211
70,467.7647399902344,89.4000015258789
71,783.5263671875,82.69999694824219
72,716.078125,85.4000015258789
73,494.255615234375,84.19999694824219
74,475.6945495605469,86.5999984741211
75,799.90673828125,84.9000015258789
76,552.248779296875,87.0
77,421.8169860839844,85.0
78,618.6378784179688,83.0999984741211
79,477.0390930175781,90.0999984741211
80,592.1825561523438,86.4000015258789
81,466.9976501464844,89.19999694824219
82,462.7640686035156,78.69999694824219
83,668.9254150390625,85.5999984741211
84,406.93182373046875,88.5999984741211
85,614.44873046875,81.80000305175781
86,662.8271484375,85.0
87,423.4294738769531,85.0
88,475.6194763183594,85.0999984741211
89,511.9430847167969,87.4000015258789
90,419.6603088378906,85.0
91,763.2769775390625,80.30000305175781
92,377.5635681152344,84.19999694824219
93,488.2873840332031,83.0999984741211
94,569.3089599609375,85.5
95,465.6748962402344,79.5
96,496.9248962402344,84.80000305175781
97,488.96240234375,80.9000015258789
98,534.2733154296875,86.80000305175781
99,590.3128662109375,79.80000305175781
100,762.5064697265625,
