Wall time,Step,Value
1648871476.314354,0,810.0
1648871476.5251808,1,278.00677490234375
1648871476.731494,2,398.9591369628906
1648871476.933939,3,132.84054565429688
1648871479.064981,4,439.256591796875
1648871482.0976691,5,455.3778381347656
1648871485.203336,6,447.225341796875
1648871488.264016,7,181.05807495117188
1648871491.416982,8,132.81788635253906
1648871494.5927749,9,74.61962890625
1648871497.870816,10,94.0413818359375
1648871501.170704,11,81.47871398925781
1648871504.5476081,12,77.79916381835938
1648871507.913253,13,181.09182739257812
1648871511.289139,14,61.36747741699219
1648871514.607858,15,66.27043151855469
1648871518.039069,16,57.520748138427734
1648871521.375471,17,125.58084106445312
1648871524.8526442,18,64.48845672607422
1648871528.354059,19,72.97940063476562
1648871531.758882,20,87.61335754394531
1648871535.167063,21,75.8814468383789
1648871538.638271,22,56.03215789794922
1648871541.991698,23,68.45384216308594
1648871545.2898428,24,44.540863037109375
1648871548.733191,25,86.36279296875
1648871552.201666,26,67.1865005493164
1648871555.594652,27,75.7014389038086
1648871559.062229,28,62.70416259765625
1648871562.40722,29,115.11742401123047
1648871565.791692,30,103.82209777832031
1648871569.189648,31,85.31938171386719
1648871572.586057,32,85.00279235839844
1648871575.893603,33,125.95491790771484
1648871579.274466,34,114.37571716308594
1648871582.7299252,35,98.25897216796875
1648871586.1153731,36,98.18022155761719
1648871589.532425,37,92.2691421508789
1648871592.9124029,38,76.18416595458984
1648871596.271919,39,80.66200256347656
1648871599.7232928,40,71.82735443115234
1648871603.0901382,41,72.77920532226562
1648871606.540062,42,65.72429656982422
1648871609.880359,43,105.73292541503906
1648871613.222621,44,101.36629486083984
1648871616.623372,45,85.04132080078125
1648871620.00168,46,107.2903823852539
1648871623.4078279,47,108.48776245117188
1648871626.803831,48,70.140625
1648871630.183054,49,75.99769592285156
1648871633.5724869,50,104.30208587646484
1648871636.932298,51,129.59945678710938
1648871640.354215,52,114.86219787597656
1648871643.7586088,53,96.93447875976562
1648871647.216201,54,86.52608489990234
1648871650.638422,55,113.38322448730469
1648871653.978806,56,71.75991821289062
1648871657.354252,57,54.39532470703125
1648871660.678792,58,124.49151611328125
1648871664.056087,59,72.2361068725586
1648871667.383378,60,76.3065414428711
1648871670.7373078,61,83.95404815673828
1648871674.132643,62,60.25395584106445
1648871677.576743,63,59.23003387451172
1648871680.993223,64,69.17383575439453
1648871684.3493178,65,57.65574264526367
1648871687.708201,66,76.43541717529297
1648871691.101506,67,86.90858459472656
1648871694.522367,68,96.14163208007812
1648871697.9987772,69,72.14337158203125
1648871701.430791,70,87.37088012695312
1648871704.8995001,71,66.33274841308594
1648871708.297001,72,56.15644836425781
1648871711.749749,73,77.78279113769531
1648871715.393804,74,70.68486022949219
1648871718.934928,75,103.31879425048828
1648871722.433843,76,70.4861068725586
1648871725.8274062,77,64.4420166015625
1648871729.288779,78,78.9859848022461
1648871732.7757509,79,77.67745971679688
1648871736.199449,80,75.70278930664062
1648871739.713398,81,68.60383605957031
1648871743.1694038,82,70.23383331298828
1648871746.581728,83,46.49999237060547
1648871750.0316238,84,46.63226318359375
1648871753.431456,85,61.191226959228516
1648871756.960022,86,79.7169189453125
1648871760.459776,87,120.45514678955078
1648871763.90328,88,67.13079071044922
1648871767.414399,89,92.45304870605469
1648871770.9429572,90,75.55599212646484
1648871774.349463,91,68.34883880615234
1648871777.853237,92,60.12932586669922
1648871781.362302,93,74.32725524902344
1648871784.805414,94,71.29437255859375
1648871788.247731,95,103.59334564208984
1648871791.718956,96,68.46508026123047
1648871795.193753,97,48.813743591308594
1648871798.610065,98,121.86819458007812
1648871802.0447419,99,82.71495819091797
1648871805.433506,100,75.83917236328125
